id	colliderName	type,[int]	info	question	cur_opt_id,[int]	check_task	answer_r	answer_w	opt0	obj0	opt1	obj1	opt2	obj2	opt3	obj3	opt4	obj4	opt5	obj5	opt6	obj6	opt7	obj7
26	FacT_laowang	1		果蔬酱料产品内包装材料为____	0	FALSE	答案正确！	回答错误！	无菌袋	1_1_1	塑料桶		钢桶		普通塑料袋									
27	FacT_laowang	1		浓缩果蔬汁产品外包装形式为____	0	FALSE	答案正确！	回答错误！	铁桶		木桶		纸桶		钢桶	1_1_1								
28	FacT_laowang	1		浓缩果蔬汁产品外包装桶规格为____L	0	FALSE	答案正确！	回答错误！	200	1_1_1	20		50		120									
29	FacT_laowang	0			0	FALSE			接下来是我们生产线的浓缩设备、蒸发量和产能相关的内容，我们分三次来进行信息了解和考察。		首先你需要了解的是生产线浓缩设备的设备特点和蒸发设备的蒸发量；然后是影响浓缩设备蒸发量的主要因素、浓缩设备产生用于蒸发的最大和最小蒸发量；最后是浓缩设备的产能和决定因素													
30	FacT_laowang	1		生产线浓缩设备特点包括____效	0	FALSE	答案正确！	回答错误！	单		双	1_1_1	三		四									
31	FacT_laowang	1		生产线浓缩设备特点包括____蒸发	0	FALSE	答案正确！	回答错误！	强制循环	1_1_1	自然循环		升膜式		降膜式									
32	FacT_laowang	1		蒸发设备用于浓缩番茄汁的蒸发量为____t(水)／h	0	FALSE	答案正确！	回答错误！	15		12	1_1_1	10		8									
33	FacT_laowang	1		蒸发设备用于浓缩番石榴汁的蒸发量为____t(水)／h	0	FALSE	答案正确！	回答错误！	15		12		10	1_1_1	8									
34	FacT_laowang	1		蒸发设备用于浓缩芒果汁的蒸发量为____t(水)／h	0	FALSE	答案正确！	回答错误！	15		12		10		8	1_1_1								
35	FacT_laowang	1		影响浓缩设备蒸发量的主要因素是____	0	FALSE	答案正确！	回答错误！	浓缩液浓度	1_1_1	进料液浓度		进料温度		出料温度									
36	FacT_laowang	1		影响浓缩设备蒸发量的主要因素是____	0	FALSE	答案正确！	回答错误！	进出料温差		传热温差	1_1_1	进料温度		出料温度									
37	FacT_laowang	1		浓缩设备产生用于蒸发____会有最大蒸发量	0	FALSE	答案正确！	回答错误！	番茄汁		番石榴汁		纯水	1_1_1	芒果汁									
38	FacT_laowang	1		浓缩设备产生用于蒸发____会有最小蒸发量	0	FALSE	答案正确！	回答错误！	番茄汁		番石榴汁		纯水		芒果汁	1_1_1								
39	FacT_laowang	1		浓缩设备的番茄酱产能为____t／h	0	FALSE	答案正确！	回答错误！	2.18	1_1_1	2.42		1.9		12									
40	FacT_laowang	1		浓缩设备的番石榴酱产能为____t／h	0	FALSE	答案正确！	回答错误！	2.15		2.33	1_1_1	1.9		10									
41	FacT_laowang	1		浓缩设备的芒果酱产能为____t／h	0	FALSE	答案正确！	回答错误！	2.15		2.42		1.9	1_1_1	8									
42	FacT_laowang	1		浓缩设备的产品产能主要取决于____	0	FALSE	答案正确！	回答错误！	加热温度		产品温度		原料汁温度		产品浓度	1_1_1								
43	FacT_laowang	1		浓缩设备的产品产能主要取决于____	0	FALSE	答案正确！	回答错误！	原料汁浓度	1_1_1	加热温度		产品温度		原料汁温度									
44	FacT_laowang	0			0	FALSE			接下来要了解的是生产线的工段和隔间，工段有6条，而隔间有2个。生产大致可以分为清洗挑选、破碎去核、预热打浆、浓缩、调pH-杀菌、包装段，其中第二工段番茄和番石榴只破碎，而芒果只去核。		一到三工段在同一个隔间——前处理间内完成，5和6工段在同一隔间——杀间包装间完成，而浓缩工段在室外。		你首先需要了解的是生产线的工段，然后是隔间问题，我会分别提问这两大部分的内容。											
45	FacT_laowang	1		浓缩果蔬汁生产线可分为____个工段	0	FALSE	答案正确！	回答错误！	7		6	1_1_1	5		4									
46	FacT_laowang	1		浓缩果蔬汁生产线的打浆工段是第____工段	0	FALSE	答案正确！	回答错误！	5		4		3	1_1_1	6									
47	FacT_laowang	1		浓缩果蔬汁生产线的包装工段是第____工段	0	FALSE	答案正确！	回答错误！	9		5		7		6	1_1_1								
48	FacT_laowang	1		浓缩果蔬汁生产线的浓缩工段是第____工段	0	FALSE	答案正确！	回答错误！	4	1_1_1	5		6		7									
49	FacT_laowang	1		浓缩果蔬汁生产线的芒果去核是在第____工段	0	FALSE	答案正确！	回答错误！	3		2	1_1_1	4		1									
50	FacT_laowang	1		浓缩果蔬汁生产线在室外完成操作的工段是第____工段	0	FALSE	答案正确！	回答错误！	8		6		4	1_1_1	5									
51	FacT_laowang	1		浓缩果蔬汁生产线对浓缩果汁调节pH在第____工段	0	FALSE	答案正确！	回答错误！	8		7		6		5	1_1_1								
52	FacT_laowang	1		浓缩果蔬汁生产线番茄破碎在第____工段	0	FALSE	答案正确！	回答错误！	2	1_1_1	3		1		4									
53	FacT_laowang	1		浓缩果蔬汁生产线番石榴破碎在第____工段	0	FALSE	答案正确！	回答错误！	3		2	1_1_1	1		4									
54	FacT_laowang	1		浓缩果蔬汁生产线果蔬清洗在____工段	0	FALSE	答案正确！	回答错误！	3		2		1	1_1_1	4									
55	FacT_laowang	1		浓缩果蔬汁生产线果蔬预热在____工段	0	FALSE	答案正确！	回答错误！	2		1		4		3	1_1_1								
56	FacT_laowang	1		浓缩果蔬汁生产线对浓缩果蔬汁杀菌在____工段	0	FALSE	答案正确！	回答错误！	5	1_1_1	6		4		7									
57	FacT_laowang	1		浓缩果蔬汁生产线在不在同一隔间的两个工段是____工段	0	FALSE	答案正确！	回答错误！	1和2		4和5	1_1_1	5和6		3和2									
58	FacT_laowang	1		浓缩车间内加工工段分布在____个隔间内	0	FALSE	答案正确！	回答错误！	4		3		2	1_1_1	1									
59	FacT_laowang	1		浓缩车间的前处理间有____个工段	0	FALSE	答案正确！	回答错误！	4		2		1		3	1_1_1								
60	FacT_laowang	1		浓缩车间的杀菌包装间有____个工段	0	FALSE	答案正确！	回答错误！	2	1_1_1	4		1		3									
61	FacT_laowang	0			0	FALSE			咱们的工厂还有一系列的辅助功能间，它们有些保证着场内的电力储备，有些保证了场内环境符合相关条件，满足了许多辅助的功能和需求。		由于这些辅助车间多且杂，你需要花一些时间来了解和记忆这些内容，它们会帮助你了解整个工厂和生产线。													
62	FacT_laowang	1		生产车间辅助功能间包括_____间	0	FALSE	答案正确！	回答错误！	水泵		机修		压缩机		配汽电	1_1_1								
63	FacT_laowang	1		生产车间辅助功能间包括_____间	0	FALSE	答案正确！	回答错误！	冷水机间	1_1_1	水泵		机修		压缩机									
64	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		配电	1_1_1	机修		压缩机									
65	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		机修		工具	1_1_1	压缩机									
66	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		机修		压缩机		化学剂	1_1_1								
67	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	包材	1_1_1	会议室		机修		压缩机									
68	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	锅炉		原料间	1_1_1	机修		压缩机									
69	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		机修		成品	1_1_1	压缩机									
70	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		机修		压缩机		更衣间	1_1_1								
71	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	洗手消毒	1_1_1	水泵		机修		压缩机									
72	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		厕所	1_1_1	机修		压缩机									
73	FacT_laowang	1		生产车间辅助功能间包括____间	0	FALSE	答案正确！	回答错误！	水泵		机修		办公室	1_1_1	压缩机									
74	FacT_laowang	0			0	FALSE			很快！我们已经到了整个生产线最后一个阶段了，不过它虽然是最后一个阶段，却仍然是重要的阶段，它就是将整个生产线的管路系统，而你需要了解的管路包括：自来水、整齐、循环凉水、循环冷水和回收水。		它们还和你之前了解到的辅助间相关，也和具体的工段相关，相信你了解完这部分的内容之后，可以对整个生产线的运作更加理解。													
75	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	化学剂间		包材间		更衣间		第（1）工段	1_1_1								
76	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	第（2）工段	1_1_1	化学剂间		包材间		更衣间									
77	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	化学剂间		第（4）工段	1_1_1	包材间		更衣间									
78	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	化学剂间		包材间		第（5）工段	1_1_1	更衣间									
79	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	化学剂间		包材间		更衣间		第（6）工段	1_1_1								
80	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	洗手消毒间	1_1_1	化学剂间		包材间		更衣间									
81	FacT_laowang	1		自来水管接至____	0	FALSE	答案正确！	回答错误！	化学剂间		厕所	1_1_1	包材间		更衣间									
82	FacT_laowang	1		蒸汽管接至第____工段	0	FALSE	答案正确！	回答错误！	1		2		3和4	1_1_1	4									
83	FacT_laowang	1		蒸汽管接至第____工段	0	FALSE	答案正确！	回答错误！	1		2		5		5和4	1_1_1								
84	FacT_laowang	1		蒸汽管接至第____工段	0	FALSE	答案正确！	回答错误！	4和5	1_1_1	1		2		4									
85	FacT_laowang	1		蒸汽管接至第____工段	0	FALSE	答案正确！	回答错误！	1		3和6	1_1_1	3		6									
86	FacT_laowang	1		循环凉水管接至第_____工段	0	FALSE	答案正确！	回答错误！	1		2		4	1_1_1	6									
87	FacT_laowang	1		循环凉水管接至第_____工段	0	FALSE	答案正确！	回答错误！	1		2		3		5	1_1_1								
88	FacT_laowang	1		全生产线使用循环凉水的位置有____处	0	FALSE	答案正确！	回答错误！	3	1_1_1	4		2		1									
89	FacT_laowang	1		使用循环凉水的设备是____	0	FALSE	答案正确！	回答错误！	列管换热器		冷水机	1_1_1	打浆机		清洗机-1									
90	FacT_laowang	1		使用循环凉水的设备是____	0	FALSE	答案正确！	回答错误！	列管换热器		打浆机		"UHT机组,"	1_1_1	清洗机-2									
91	FacT_laowang	1		使用循环凉水的设备是____	0	FALSE	答案正确！	回答错误！	列管换热器		打浆机		清洗机-2		低位冷凝器	1_1_1								
92	FacT_laowang	1		循环凉水的温度约为____℃	0	FALSE	答案正确！	回答错误！	30	1_1_1	15		20		40									
93	FacT_laowang	1		全生产线使用循环冷水的位置有____处	0	FALSE	答案正确！	回答错误！	3		1	1_1_1	4		2									
94	FacT_laowang	1		循环冷水的温度约为____℃	0	FALSE	答案正确！	回答错误！	0		10		5	1_1_1	15									
95	FacT_laowang	1		使用循环冷水的设备是____	0	FALSE	答案正确！	回答错误！	列管换热器		打浆机		清洗机-2		UHT机组	1_1_1								
1001	FacT_laowang	0			0	FALSE	回答正确	回答错误	清洗挑选段是本浓缩果蔬汁生产线工艺的第一个处理段，在这里原料经过投料机进入清洗机，通过自来水、消毒剂进行消毒，经过挑选机的挑选最后输送到下一个处理段。		清洗挑选段主体由4台设备构成：投料机、清洗机-1?清洗机-2和挑选机，为这三台设备配套的设备包括：消毒液罐、离心泵-1?离心泵-2?离心泵-3?带式输送机-1?刮板带式升送机-1。		"生产线原料处理量取决于以下因素：1原料合格品率（残次品率，本平台均按1%计）、2原料出汁率（残渣率）、3稀汁液浓度、4成品浓度，5成品产能（蒸发量）。按以上因素，本工段三种原料处理量分别为：番茄=15.23t/h,番石榴=13.39t/h, 芒果=18.21t/h。"		"原料果蔬清洗工段的耗水量基准：4t水/1t果蔬。本段直接对果蔬进行清洗用水的设备有三台：清洗机-1,清洗机-2和挑选机，所用耗水按经构配置分配在此三台设备上。"									
1002	FacT_laowang	1		实习生，清洗挑选段由不同设备组成，其主干设备有几台？	0	FALSE	回答正确	回答错误	4	1_1_1	3		2		5									
1003	FacT_laowang	0			0	FALSE	回答正确	回答错误	你好，实习生，我是这个清洗挑选段的负责人，也负责教你一些有关工厂的基础知识。刚才的问题就是我日常会提问你的内容，是有关我负责的处理段——清洗挑选段的不同信息。		我们的工厂具有完善高效的果蔬汁生产线，其中不同的处理段分工明确、标准统一，而这个清洗挑选段就是所有处理的开始阶段。		处理间的功能在门口旁边的墙上，你可以去自己学习一下，其中设备的组成、生产线原料处理量的决定因素和耗水量基准都是关键的点，你需要仔细记录和理解。		别忘了我说的，我会考察你，而且在逐步了解机器的过程中也会面临不同的题目，在提交答案前慎重思考。		好了，接下来你可以在场景里看看，建议你先了解整个处理段的概况，然后去不同的机器阅读机器的基本信息，靠近它们就能看到提示了。							
1004	FacT_laowang	0			0	FALSE	回答正确	回答错误	了解完处理间的信息了？现在你对这个处理间的了解肯定还没有到接受考验的水平，你接下来就需要具体了解一下处理段和不同机器的参数、功能等等。整个清洗挑选段的信息包括设备构成、原料处理量、洗果耗水量和具体机器四类，我们分段对他们进行具体的了解。		你可以去看一下处理间门口的清洗挑选段说明材料，把材料记住之后来我这里。我会提问你清洗挑选段设备构成相关的信息。													
1005	FacT_laowang	1		清洗挑选段主体由几台设备构成？	0	FALSE	回答正确	回答错误	4	1_1_1	2		3		5									
1006	FacT_laowang	1		清洗挑选段主干设备有____	0	FALSE	回答正确	回答错误	离心泵-1		投料机	1_1_1	消毒液罐		刮板带式升送机									
1007	FacT_laowang	1		清洗挑选段主干设备有____	0	FALSE	回答正确	回答错误	离心泵-1		消毒液罐		清洗机-1	1_1_1	刮板带式升送机									
1008	FacT_laowang	1		清洗挑选段主干设备有____	0	FALSE	回答正确	回答错误	离心泵-1		消毒液罐		刮板带式升送机		清洗机-2	1_1_1								
1009	FacT_laowang	1		清洗挑选段主干设备有____	0	FALSE	回答正确	回答错误	挑选机	1_1_1	离心泵-1		消毒液罐		刮板带式升送机									
1010	FacT_laowang	0			0	FALSE	回答正确	回答错误	下一个需要了解的部分是清洗挑选段的原料处理一部分的信息。这些信息也在处理段门口的信息栏处。															
1011	FacT_laowang	1		生产线番茄原料处理产能是____？	0	FALSE	回答正确	回答错误	12.53t/h		15.23t/h	1_1_1	13.39t/h		18.21t/h									
1012	FacT_laowang	1		生产线番石榴原料处理产能是____？	0	FALSE	回答正确	回答错误	12.53t/h		15.23t/h		13.39t/h	1_1_1	18.21t/h									
1013	FacT_laowang	1		生产线芒果原料处理产能是____？	0	FALSE	回答正确	回答错误	12.53t/h		15.23t/h		13.39t/h		18.21t/h	1_1_1								
1014	FacT_laowang	0			0	FALSE	回答正确	回答错误	下一个需要了解的部分是清洗挑选段的原料处理处理量和合格率相关的问题，还是老样子，去门口了解信息。															
1015	FacT_laowang	1		生产线原料处理量主要取决于几个因素？	0	FALSE	回答正确	回答错误	5	1_1_1	4		3		2									
1016	FacT_laowang	1		清洗机的原料处理量主要取决于几个因素？	0	FALSE	回答正确	回答错误	4		5	1_1_1	3		2									
1017	FacT_laowang	1		本生产线的原料合格率取____？	0	FALSE	回答正确	回答错误	97%		98%		99%	1_1_1	96%									
1018	FacT_laowang	0			0	FALSE	回答正确	回答错误	了解完挑选段本身的整体信息后就是对挑选段不同机器的具体了解了，接下来你可以去不同的机器看它们的具体信息，比如机器的特征、相关零件的参数等等。		这次你就先了解清洗挑选段的前一部分的机器，分别是投料机和消毒液罐，你分别去看这些机器的信息，然后回来，我会对你考察！		投料机具有一系列需要考察的部分，比如原料款、铲车、料框等等，你需要去了解它的信息，回来我这里时我要进行考察。		我会首先提问你原料框部分得内容，所以你可以先去了解投料机原料框的信息。									
1019	FacT_laowang	1		这个问题有关投料机的原料框，投料机的原料框每框装果蔬____kg？	0	FALSE	回答正确	回答错误	750	1_1_1	700		800		600									
1020	FacT_laowang	1		这个问题有关投料机投料时的细节，将料框送入翻转机，铲车要将料框升高____cm？	0	FALSE	回答正确	回答错误	150		170	1_1_1	160		180									
1021	FacT_laowang	1		投料机投料时料框口与清洗机水面夹成的角度为____?？	0	FALSE	回答正确	回答错误	180		135		90		45	1_1_1								
1022	FacT_laowang	0			0	FALSE	回答正确	回答错误	接下来是投料机的投料周期，投料机有三个不同的原料，分别是番茄、番石榴和芒果，而对于不同的原料投料机的投料周期也是不尽相同的。		你接下来就要了解它的这一部分内容，准备好了就来找我回答问题吧！													
1023	FacT_laowang	1		投料机操作一框番茄的投料周期为____min？	0	FALSE	回答正确	回答错误	3	1_1_1	3.4		2.5		4									
1024	FacT_laowang	1		投料机操作一框番石榴的投料周期为____min？	0	FALSE	回答正确	回答错误	3		3.4	1_1_1	2.5		4									
1025	FacT_laowang	1		投料机操作一框芒果的投料周期为____min？	0	FALSE	回答正确	回答错误	3		3.4		2.5	1_1_1	4									
1026	FacT_laowang	0			0	FALSE	回答正确	回答错误	接下来是投料机最后一部分的内容了，是有关它的投料速度的内容。你了解完毕后来我这里回答一下三种原料的关键投料速度就行了。		不过要提醒你的是，之前考察你的投料框和投料周期等内容，是投料机的关键信息，你还需要记住的是投料机的工作原理和工作步骤，它们也同样重要。		投料机仅仅是你对这个处理段进行细致了解的第一步，在后边你了解各个机器联合作业的时候，对于它们的功能、工作原理的理解就会相互映衬，最终成为你对整个处理间的理解基础。		好了，我说完了，希望你能记好我这一番话，毕竟我也不常说这种话呐。									
1027	FacT_laowang	1		投料机的番茄投料速度为____？	0	FALSE	回答正确	回答错误	18 框/h		24 框/h		15 框/h		20 框/h	1_1_1								
1028	FacT_laowang	1		投料机的番石榴投料速度为____？	0	FALSE	回答正确	回答错误	18 框/h	1_1_1	24 框/h		15 框/h		20 框/h									
1029	FacT_laowang	1		投料机的芒果投料速度为____？	0	FALSE	回答正确	回答错误	18 框/h		24 框/h	1_1_1	15 框/h		20 框/h									
1030	FacT_laowang	0			0	FALSE	回答正确	回答错误	了解完投料机，我给你安排的下一个机器是清洗机，顾名思义，它的大致功能你应该能猜出一些，不过别小瞧了清洗机，它里边的门道也不少，而且整个处理段不止一个清洗机。		整个处理段一共有两个清洗机，两个清洗机的大致信息和参数都相同，有细微的不同之处，这一点就需要你仔细观察和查证了。首先，你可以了解一下清洗机的特征和它的水槽相关的信息，记住之后来找我回答提问。													
1031	FacT_laowang	1		清洗机特征之一是_____	0	FALSE	回答正确	回答错误	间歇式		滚筒式		连续式	1_1_1	毛刷式									
1032	FacT_laowang	1		清洗机特征之一是_____	0	FALSE	回答正确	回答错误	间歇式		滚筒式		毛刷式		鼓泡式	1_1_1								
1033	FacT_laowang	1		清洗机-1的水槽可装水为____？	0	FALSE	回答正确	回答错误	5 m3	1_1_1	6 m3		7 m3		8 m3									
1034	FacT_laowang	1		清洗机的水槽宽度为____？	0	FALSE	回答正确	回答错误	1.1 m		1.2 m		1.3 m	1_1_1	1.4 m									
1035	FacT_laowang	1		清洗机的水槽水面距槽口为____?？	0	FALSE	回答正确	回答错误	19 cm	1_1_1	20 cm		21 cm		22 cm									
1036	FacT_laowang	1		清洗机水槽内的消毒液通过____进入？	0	FALSE	回答正确	回答错误	喷淋管		管底		前端喷水管	1_1_1	离心泵2									
1037	FacT_laowang	0			0	FALSE	回答正确	回答错误	接下来是清洗机的输送带和清洗相关的内容，比如包括输送带的材质、钢丝网带宽度、排污口相关的信息，同样了解完毕后找我回答问题。															
1038	FacT_laowang	1		清洗机的输送带为____带	0	FALSE	回答正确	回答错误	辊筒	1_1_1	钢丝网		塑料链		橡胶									
1039	FacT_laowang	1		清洗机的输送机钢丝网带宽度为____m	0	FALSE	回答正确	回答错误	1.1		1.3		1.4		1.2	1_1_1								
1040	FacT_laowang	1		清洗机的清洗废水可以通过____排出？	0	FALSE	回答正确	回答错误	槽底		溢流管	1_1_1	排水泵		鼓泡									
1041	FacT_laowang	1		清洗机的清洗废水可以通过____排出？	0	FALSE	回答正确	回答错误	槽底		排水泵		鼓泡		排污口	1_1_1								
1042	FacT_laowang	1		清洗机有__个排污口？	0	FALSE	回答正确	回答错误	3	1_1_1	2		1		4									
1043	FacT_laowang	0			0	FALSE	回答正确	回答错误	接下来是清洗机的最后一部分内容了，主要涵盖的内容包括清洗机的鼓泡、喷淋时间、电机功率和两座清洗机的差别。		两座清洗机的参数大致相同，但是在供水方面则有所不同，相信你能够通过观察和求证找到这一点。													
1044	FacT_laowang	1		番茄在清洗机受到的鼓泡清洗时间为____s	0	FALSE	回答正确	回答错误	60		59	1_1_1	67		49									
1045	FacT_laowang	1		番石榴在清洗机受到的鼓泡清洗时间为____s	0	FALSE	回答正确	回答错误	68		59		67	1_1_1	49									
1046	FacT_laowang	1		芒果在清洗机受到的鼓泡清洗时间为____s	0	FALSE	回答正确	回答错误	50		59		67		49	1_1_1								
1047	FacT_laowang	1		番茄在清洗机受到的喷淋清洗时间为____s	0	FALSE	回答正确	回答错误	29	1_1_1	34		25		30									
1048	FacT_laowang	1		番石榴在清洗机受到的喷淋清洗时间为____s	0	FALSE	回答正确	回答错误	29		34	1_1_1	25		30									
1049	FacT_laowang	1		芒果在清洗机受到的喷淋清洗时间为____s	0	FALSE	回答正确	回答错误	29		34		25	1_1_1	30									
1050	FacT_laowang	1		清洗机的电机功率为____kW	0	FALSE	回答正确	回答错误	4.8		5.8		6.8		7.8	1_1_1								
1051	FacT_laowang	1		清洗机-2水槽前端喷水管接_____	0	FALSE	回答正确	回答错误	离心泵-1		离心泵3		离心泵-2	1_1_1	工艺水管									
1052	FacT_laowang	1		清洗机-2的喷淋水管接____	0	FALSE	回答正确	回答错误	离心泵-1		离心泵-2		工艺水管		离心泵3	1_1_1								
1053	FacT_laowang	0			0	FALSE	回答正确	回答错误	了解完清洗机，你接下来需要了解的是一个对清洗后蔬果精心挑选的机器，名为挑选机。它的属性不多，主要是长宽、喷水段、输送带相关的信息。		你去了解一下它的长宽和喷水段的信息，然后来找我回答问题。													
1054	FacT_laowang	1		挑选机的总长为____？	0	FALSE	回答正确	回答错误	5m		6m		7m	1_1_1	8m									
1055	FacT_laowang	1		挑选机总宽约____？	0	FALSE	回答正确	回答错误	1.2m		1.3m		1.4m		1.5m	1_1_1								
1056	FacT_laowang	1		挑选机的喷水段有____根喷水管	0	FALSE	回答正确	回答错误	4	1_1_1	5		3		6									
1057	FacT_laowang	1		挑选机的喷水段有____个喷水头	0	FALSE	回答正确	回答错误	8		10	1_1_1	12		14									
1058	FacT_laowang	0			0	FALSE	回答正确	回答错误	接下来是挑选机的挑选工位、输送带速度和功率问题，这些问题过后，就是下一个机器的学习了。															
1059	FacT_laowang	1		挑选机有____个挑选工位	0	FALSE	回答正确	回答错误	6		10		8	1_1_1	12									
